#time	xcom	ycom	zcom	vxcom	vycom	vzcom
9071.43	119.0	74.1	88.7	29.1	-25.5	19.9
9085.71	119.0	73.7	88.9	27.7	-24.7	19.9
9100.0	119.0	72.7	89.1	29.0	-23.9	18.0
9114.29	119.0	72.2	89.3	27.8	-25.1	17.3
9128.57	121.0	72.8	89.9	28.4	-25.0	18.1
9142.86	121.0	72.4	90.2	29.1	-26.9	18.3
9157.14	121.0	71.2	90.0	28.6	-25.2	17.4
9171.43	122.0	71.6	90.6	29.9	-25.0	17.2
9185.71	122.0	71.3	91.0	29.4	-25.7	19.0
9200.0	122.0	70.1	90.8	28.4	-25.7	17.9
9214.29	122.0	69.9	91.3	28.7	-24.9	18.9
9228.57	124.0	70.1	91.9	28.5	-25.5	19.6
9242.86	123.0	68.9	91.8	29.0	-25.8	18.0
9257.14	124.0	68.6	91.9	30.2	-23.4	18.7
9271.43	125.0	69.0	92.6	30.0	-24.5	18.8
9285.71	125.0	68.7	93.0	29.6	-24.9	20.1
9300.0	125.0	67.8	93.0	28.8	-24.1	18.8
9314.29	125.0	67.3	93.0	28.2	-25.0	17.9
9328.57	126.0	66.9	93.2	28.9	-24.0	19.1
9342.86	126.0	66.4	93.6	27.9	-24.4	18.6
9357.14	127.0	66.8	94.3	27.3	-24.9	18.0
9371.43	127.0	65.9	94.1	28.8	-23.8	19.1
9385.71	127.0	65.4	94.3	28.1	-23.6	19.8
9400.0	128.0	65.5	95.0	27.3	-26.0	19.5
9414.29	129.0	65.4	95.5	27.6	-24.3	21.0
9428.57	129.0	64.9	95.6	26.7	-26.3	20.2
9442.86	130.0	64.7	96.0	28.0	-23.5	22.0
9457.14	130.0	64.2	96.3	26.7	-24.9	22.2
9471.43	130.0	63.9	96.5	27.4	-25.1	20.8
9485.71	130.0	63.0	96.5	26.4	-21.9	23.6
9500.0	131.0	63.3	97.4	26.3	-22.0	23.7
9514.29	131.0	62.6	97.3	26.4	-21.0	24.7
9528.57	131.0	62.1	97.4	26.9	-20.7	24.7
9542.86	132.0	61.8	97.8	28.1	-19.3	24.0
9557.14	133.0	62.2	98.7	26.3	-19.1	24.5
9571.43	133.0	61.5	98.7	27.7	-17.5	25.0
9585.71	134.0	61.7	99.4	27.5	-16.6	25.2
9600.0	134.0	60.9	99.4	28.2	-16.1	24.3
9614.29	134.0	61.2	100.0	29.2	-14.6	24.9
9628.57	135.0	61.1	100.0	27.6	-15.9	25.7
9642.86	135.0	60.8	101.0	30.0	-14.4	25.3
9657.14	135.0	60.1	101.0	30.5	-14.1	25.5
9671.43	136.0	60.4	102.0	27.8	-15.3	25.6
9685.71	137.0	60.3	102.0	29.6	-14.3	26.1
9700.0	137.0	59.5	102.0	32.4	-13.6	24.7
9714.29	137.0	59.6	103.0	29.6	-15.1	24.2
9728.57	138.0	59.6	103.0	30.9	-14.5	24.6
9742.86	138.0	58.9	103.0	32.1	-13.9	26.0
9757.14	138.0	58.6	104.0	31.9	-17.0	26.1
9771.43	139.0	59.0	104.0	32.2	-17.7	27.6
9785.71	140.0	58.4	104.0	32.3	-16.9	25.8
9800.0	140.0	57.9	105.0	32.4	-16.6	26.7
9814.29	140.0	57.7	105.0	33.3	-16.2	25.6
9828.57	141.0	57.6	106.0	33.4	-17.1	25.9
9842.86	142.0	57.7	106.0	35.5	-15.7	29.9
9857.14	142.0	57.4	106.0	35.1	-16.2	26.2
9871.43	143.0	57.2	107.0	34.4	-16.5	28.3
9885.71	143.0	56.5	107.0	35.2	-16.7	27.0
9900.0	143.0	56.3	108.0	36.1	-17.2	29.5
9914.29	144.0	56.5	108.0	36.0	-18.3	31.3
9928.57	145.0	55.7	108.0	35.7	-16.7	29.2
9942.86	145.0	55.8	109.0	35.5	-17.0	29.1
9957.14	145.0	55.3	109.0	36.1	-18.4	28.9
9971.43	146.0	55.1	110.0	36.8	-18.7	29.1
9985.71	147.0	54.9	110.0	36.5	-20.1	30.9
10000.0	147.0	54.5	110.0	35.9	-19.5	29.0
