#time	xcom	ycom	zcom	vxcom	vycom	vzcom
1328.57	-251.0	595.0	-146.0	268.0	-77.4	169.0
1342.86	-247.0	594.0	-144.0	265.0	-78.8	166.0
1357.14	-243.0	593.0	-141.0	263.0	-81.4	164.0
1371.43	-240.0	592.0	-139.0	263.0	-83.2	163.0
1385.71	-236.0	591.0	-137.0	261.0	-88.1	159.0
1400.0	-232.0	589.0	-135.0	258.0	-91.7	156.0
1414.29	-228.0	588.0	-132.0	256.0	-95.2	154.0
1428.57	-225.0	587.0	-130.0	257.0	-96.4	150.0
1442.86	-221.0	585.0	-128.0	252.0	-98.9	147.0
1457.14	-218.0	584.0	-126.0	248.0	-102.0	144.0
1471.43	-214.0	582.0	-124.0	248.0	-103.0	143.0
1485.71	-211.0	581.0	-122.0	247.0	-106.0	141.0
1500.0	-207.0	579.0	-120.0	245.0	-108.0	139.0
1514.29	-204.0	578.0	-118.0	242.0	-109.0	137.0
1528.57	-200.0	576.0	-116.0	241.0	-111.0	134.0
1542.86	-197.0	575.0	-114.0	238.0	-114.0	132.0
1557.14	-193.0	573.0	-112.0	238.0	-114.0	130.0
1571.43	-190.0	571.0	-110.0	237.0	-116.0	130.0
1585.71	-187.0	570.0	-109.0	235.0	-117.0	128.0
1600.0	-183.0	568.0	-107.0	234.0	-117.0	126.0
1614.29	-180.0	566.0	-105.0	232.0	-119.0	124.0
1628.57	-177.0	565.0	-103.0	228.0	-119.0	123.0
1642.86	-173.0	563.0	-101.0	227.0	-123.0	119.0
1657.14	-170.0	561.0	-99.7	224.0	-123.0	120.0
1671.43	-167.0	559.0	-98.0	222.0	-124.0	119.0
1685.71	-164.0	558.0	-96.3	223.0	-125.0	117.0
1700.0	-161.0	556.0	-94.7	218.0	-130.0	114.0
1714.29	-157.0	554.0	-93.1	217.0	-131.0	112.0
1728.57	-154.0	552.0	-91.5	214.0	-131.0	112.0
1742.86	-151.0	550.0	-89.9	213.0	-134.0	109.0
1757.14	-148.0	548.0	-88.4	211.0	-135.0	109.0
1771.43	-145.0	546.0	-86.8	210.0	-135.0	106.0
1785.71	-142.0	544.0	-85.4	207.0	-135.0	105.0
1800.0	-139.0	542.0	-83.9	206.0	-136.0	103.0
1814.29	-136.0	540.0	-82.4	205.0	-138.0	101.0
1828.57	-133.0	538.0	-81.0	202.0	-139.0	101.0
1842.86	-131.0	536.0	-79.5	200.0	-140.0	98.9
1857.14	-128.0	534.0	-78.1	199.0	-142.0	98.5
1871.43	-125.0	532.0	-76.8	198.0	-142.0	95.7
1885.71	-122.0	530.0	-75.4	198.0	-143.0	94.4
1900.0	-119.0	528.0	-74.0	195.0	-145.0	95.1
1914.29	-116.0	526.0	-72.7	194.0	-147.0	93.3
1928.57	-114.0	524.0	-71.4	191.0	-148.0	90.2
1942.86	-111.0	522.0	-70.1	191.0	-148.0	89.5
1957.14	-108.0	520.0	-68.9	189.0	-151.0	87.9
1971.43	-106.0	518.0	-67.7	187.0	-153.0	85.1
1985.71	-103.0	515.0	-66.4	185.0	-154.0	86.6
2000.0	-100.0	513.0	-65.2	183.0	-155.0	84.0
2014.29	-97.7	511.0	-63.9	181.0	-156.0	84.3
2028.57	-95.1	509.0	-62.8	177.0	-157.0	84.1
2042.86	-92.6	507.0	-61.6	176.0	-158.0	79.8
2057.14	-90.1	504.0	-60.5	173.0	-158.0	79.6
2071.43	-87.6	502.0	-59.4	171.0	-158.0	80.0
2085.71	-85.3	500.0	-58.2	169.0	-158.0	79.3
2100.0	-82.8	498.0	-57.1	170.0	-158.0	75.9
2114.29	-80.5	495.0	-56.0	168.0	-157.0	76.7
2128.57	-78.0	493.0	-55.0	167.0	-159.0	73.7
2142.86	-75.6	491.0	-53.9	168.0	-157.0	73.5
2157.14	-73.2	489.0	-52.9	166.0	-157.0	70.4
2171.43	-70.9	486.0	-51.9	163.0	-160.0	69.2
2185.71	-68.5	484.0	-50.9	160.0	-161.0	68.9
2200.0	-66.3	482.0	-49.9	157.0	-161.0	68.5
2214.29	-64.0	479.0	-48.9	157.0	-161.0	68.1
2228.57	-61.8	477.0	-48.0	155.0	-163.0	67.5
2242.86	-59.6	475.0	-47.0	155.0	-165.0	67.9
2257.14	-57.3	472.0	-46.0	155.0	-165.0	65.7
2271.43	-55.2	470.0	-45.1	153.0	-165.0	65.2
2285.71	-53.0	468.0	-44.2	150.0	-165.0	63.5
2300.0	-50.9	465.0	-43.3	149.0	-165.0	63.9
2314.29	-48.7	463.0	-42.4	151.0	-168.0	59.4
2328.57	-46.6	460.0	-41.5	148.0	-168.0	59.0
2342.86	-44.4	458.0	-40.7	148.0	-169.0	58.0
2357.14	-42.4	456.0	-39.8	144.0	-170.0	58.4
2371.43	-40.3	453.0	-39.0	143.0	-171.0	57.1
2385.71	-38.3	451.0	-38.2	141.0	-171.0	58.7
2400.0	-36.3	448.0	-37.4	138.0	-172.0	58.3
2414.29	-34.3	446.0	-36.5	137.0	-171.0	57.2
2428.57	-32.3	443.0	-35.7	135.0	-171.0	56.1
2442.86	-30.5	441.0	-34.9	134.0	-171.0	57.2
2457.14	-28.6	439.0	-34.1	133.0	-172.0	55.5
2471.43	-26.7	436.0	-33.3	130.0	-173.0	54.5
2485.71	-24.9	434.0	-32.5	129.0	-173.0	54.5
2500.0	-23.0	431.0	-31.8	124.0	-176.0	51.6
2514.29	-21.3	429.0	-31.1	124.0	-176.0	51.1
2528.57	-19.5	426.0	-30.3	123.0	-176.0	50.5
2542.86	-17.7	424.0	-29.6	121.0	-177.0	50.5
2557.14	-16.1	421.0	-28.9	119.0	-178.0	49.1
2571.43	-14.4	418.0	-28.3	116.0	-179.0	47.2
2585.71	-12.7	416.0	-27.6	116.0	-180.0	46.1
2600.0	-11.0	413.0	-26.9	115.0	-182.0	44.7
2614.29	-9.41	411.0	-26.2	113.0	-182.0	45.2
2628.57	-7.81	408.0	-25.5	113.0	-184.0	44.1
2642.86	-6.22	405.0	-25.0	111.0	-186.0	44.4
2657.14	-4.67	403.0	-24.3	111.0	-187.0	42.6
2671.43	-3.15	400.0	-23.8	107.0	-187.0	42.4
2685.71	-1.63	397.0	-23.2	105.0	-188.0	41.0
2700.0	-0.0763	395.0	-22.6	106.0	-188.0	38.9
2714.29	1.33	392.0	-22.0	103.0	-187.0	38.3
2728.57	2.85	389.0	-21.5	102.0	-187.0	37.2
2742.86	4.29	387.0	-21.0	102.0	-187.0	36.0
2757.14	5.65	384.0	-20.5	99.0	-187.0	37.1
2771.43	7.2	381.0	-20.0	99.7	-189.0	32.8
2785.71	8.54	379.0	-19.5	97.7	-190.0	33.3
2800.0	9.93	376.0	-19.0	94.6	-192.0	32.9
2814.29	11.3	373.0	-18.5	93.8	-193.0	32.2
2828.57	12.7	370.0	-18.1	91.6	-195.0	31.9
2842.86	13.9	368.0	-17.6	89.5	-196.0	31.5
2857.14	15.2	365.0	-17.1	89.1	-196.0	29.8
2871.43	16.4	362.0	-16.7	84.2	-198.0	28.3
2885.71	17.6	359.0	-16.3	84.1	-199.0	27.7
2900.0	18.7	356.0	-15.9	79.3	-199.0	27.8
2914.29	19.9	354.0	-15.6	78.2	-199.0	25.6
2928.57	21.0	351.0	-15.1	76.8	-200.0	24.7
2942.86	22.1	348.0	-14.8	75.0	-201.0	23.9
2957.14	23.2	345.0	-14.5	73.4	-201.0	22.7
2971.43	24.2	342.0	-14.1	71.8	-202.0	23.0
2985.71	25.2	339.0	-13.7	70.6	-202.0	23.1
3000.0	26.2	336.0	-13.4	68.9	-203.0	21.9
3014.29	27.2	333.0	-13.2	64.4	-204.0	22.6
3028.57	28.1	330.0	-12.8	64.3	-206.0	21.1
3042.86	29.1	327.0	-12.6	61.7	-207.0	20.9
3057.14	29.9	325.0	-12.2	61.9	-209.0	18.5
3071.43	30.8	322.0	-11.9	58.3	-208.0	18.7
3085.71	31.5	319.0	-11.7	56.5	-209.0	19.4
3100.0	32.3	316.0	-11.4	54.0	-210.0	18.1
3114.29	33.1	313.0	-11.1	52.9	-211.0	17.0
3128.57	33.8	310.0	-10.9	51.1	-214.0	15.3
3142.86	34.5	307.0	-10.7	47.9	-214.0	15.5
3157.14	35.2	303.0	-10.5	45.6	-214.0	14.9
3171.43	35.9	300.0	-10.3	43.7	-214.0	11.6
3185.71	36.5	297.0	-10.1	41.0	-215.0	11.6
3200.0	37.0	294.0	-9.98	37.5	-215.0	10.0
3214.29	37.5	291.0	-9.83	37.0	-218.0	8.5
3228.57	38.0	288.0	-9.75	33.2	-220.0	8.62
3242.86	38.4	285.0	-9.72	28.4	-221.0	7.77
3257.14	38.9	282.0	-9.58	25.6	-222.0	4.81
3271.43	39.2	278.0	-9.52	22.7	-223.0	3.8
3285.71	39.5	275.0	-9.45	20.8	-223.0	3.18
3300.0	39.8	272.0	-9.42	18.6	-223.0	4.01
3314.29	40.0	269.0	-9.35	14.0	-224.0	2.69
3328.57	40.2	266.0	-9.33	12.9	-225.0	2.3
3342.86	40.4	263.0	-9.34	8.94	-227.0	0.837
3357.14	40.5	259.0	-9.3	4.8	-228.0	-0.958
3371.43	40.5	256.0	-9.3	1.86	-229.0	-0.914
3385.71	40.5	253.0	-9.3	-2.3	-230.0	-0.624
3400.0	40.5	249.0	-9.35	-5.9	-230.0	-3.71
3414.29	40.3	246.0	-9.4	-10.1	-231.0	-4.73
3428.57	40.2	243.0	-9.53	-13.3	-232.0	-7.08
3442.86	40.0	240.0	-9.64	-17.8	-234.0	-9.91
3457.14	39.7	236.0	-9.75	-20.6	-235.0	-10.7
3471.43	39.4	233.0	-9.98	-25.3	-235.0	-11.7
3485.71	39.0	229.0	-10.1	-27.5	-237.0	-13.1
3500.0	38.5	226.0	-10.3	-32.2	-239.0	-13.7
3514.29	38.0	223.0	-10.6	-35.7	-239.0	-13.9
3528.57	37.5	219.0	-10.7	-38.9	-241.0	-15.5
3542.86	37.0	216.0	-10.9	-43.1	-243.0	-16.7
3557.14	36.4	212.0	-11.2	-49.2	-244.0	-19.4
3571.43	35.5	209.0	-11.5	-54.0	-245.0	-20.1
3585.71	34.8	205.0	-11.8	-59.0	-247.0	-23.9
3600.0	33.9	202.0	-12.1	-64.1	-247.0	-24.0
3614.29	33.0	198.0	-12.5	-68.2	-247.0	-26.5
3628.57	31.9	195.0	-12.9	-74.7	-247.0	-28.3
3642.86	30.8	191.0	-13.4	-79.7	-246.0	-32.1
3657.14	29.6	188.0	-13.8	-87.4	-246.0	-34.8
3671.43	28.3	184.0	-14.3	-94.1	-246.0	-35.1
3685.71	27.0	181.0	-14.9	-101.0	-246.0	-37.5
3700.0	25.5	177.0	-15.4	-107.0	-244.0	-41.9
3714.29	23.9	174.0	-16.0	-113.0	-243.0	-44.0
3728.57	22.3	170.0	-16.6	-121.0	-241.0	-46.6
3742.86	20.5	167.0	-17.4	-128.0	-241.0	-47.6
3757.14	18.6	163.0	-18.1	-137.0	-239.0	-52.6
3771.43	16.6	160.0	-18.8	-143.0	-235.0	-53.0
3785.71	14.5	157.0	-19.6	-152.0	-232.0	-56.8
3800.0	12.3	153.0	-20.4	-158.0	-229.0	-60.8
3814.29	9.92	150.0	-21.3	-166.0	-224.0	-64.1
3828.57	7.52	147.0	-22.3	-173.0	-220.0	-66.7
3842.86	5.03	144.0	-23.2	-179.0	-216.0	-69.3
3857.14	2.41	141.0	-24.2	-188.0	-210.0	-71.7
3871.43	-0.335	138.0	-25.3	-194.0	-205.0	-73.0
3885.71	-3.15	135.0	-26.3	-201.0	-201.0	-74.1
3900.0	-6.11	132.0	-27.4	-206.0	-195.0	-74.8
3914.29	-9.03	129.0	-28.4	-213.0	-187.0	-79.6
3928.57	-12.1	127.0	-29.7	-220.0	-179.0	-81.4
3942.86	-15.3	124.0	-30.8	-224.0	-169.0	-82.2
3957.14	-18.6	122.0	-32.0	-230.0	-159.0	-84.1
3971.43	-21.8	120.0	-33.2	-237.0	-150.0	-84.3
3985.71	-25.3	118.0	-34.5	-242.0	-139.0	-84.7
4000.0	-28.7	116.0	-35.6	-246.0	-129.0	-86.2
4014.29	-32.3	114.0	-36.8	-251.0	-119.0	-85.7
4028.57	-35.9	112.0	-38.0	-254.0	-108.0	-84.1
4042.86	-39.6	111.0	-39.3	-255.0	-96.0	-82.6
4057.14	-43.3	110.0	-40.5	-260.0	-83.9	-81.7
4071.43	-47.0	108.0	-41.6	-260.0	-70.3	-78.5
4085.71	-50.7	108.0	-42.7	-258.0	-56.3	-77.5
4100.0	-54.3	107.0	-43.8	-257.0	-43.0	-77.0
4114.29	-58.0	106.0	-44.9	-254.0	-30.7	-73.7
4128.57	-61.6	106.0	-45.9	-253.0	-15.7	-70.3
4142.86	-65.3	106.0	-46.9	-251.0	-1.98	-66.7
4157.14	-68.8	106.0	-47.8	-246.0	12.0	-61.9
4171.43	-72.3	106.0	-48.7	-239.0	27.1	-59.0
4185.71	-75.7	107.0	-49.5	-235.0	41.8	-55.1
4200.0	-79.0	107.0	-50.2	-227.0	54.6	-51.5
4214.29	-82.2	108.0	-51.0	-219.0	69.5	-47.1
4228.57	-85.2	109.0	-51.6	-209.0	80.8	-44.3
4242.86	-88.1	111.0	-52.2	-202.0	94.2	-40.8
4257.14	-90.9	112.0	-52.7	-191.0	104.0	-37.1
4271.43	-93.6	114.0	-53.3	-179.0	116.0	-31.3
4285.71	-96.0	115.0	-53.7	-166.0	124.0	-29.2
4300.0	-98.3	117.0	-54.1	-154.0	133.0	-22.9
4314.29	-100.0	119.0	-54.4	-141.0	138.0	-21.3
4328.57	-102.0	121.0	-54.6	-128.0	145.0	-16.2
4342.86	-104.0	123.0	-54.8	-115.0	150.0	-13.1
4357.14	-106.0	125.0	-55.0	-104.0	155.0	-10.4
4371.43	-107.0	128.0	-55.1	-92.6	160.0	-4.98
4385.71	-108.0	130.0	-55.1	-79.3	162.0	-2.71
4400.0	-109.0	132.0	-55.1	-68.6	165.0	1.43
4414.29	-110.0	135.0	-55.1	-58.3	167.0	4.47
4428.57	-111.0	137.0	-55.1	-46.8	169.0	6.8
4442.86	-112.0	139.0	-55.0	-36.4	169.0	9.4
4457.14	-112.0	142.0	-54.8	-26.4	169.0	10.5
4471.43	-112.0	144.0	-54.6	-17.2	170.0	14.0
4485.71	-112.0	147.0	-54.4	-7.24	168.0	15.2
4500.0	-113.0	149.0	-54.1	1.51	169.0	16.5
4514.29	-112.0	152.0	-54.0	8.49	168.0	18.7
4528.57	-112.0	154.0	-53.6	19.2	167.0	20.0
4542.86	-112.0	156.0	-53.4	25.6	167.0	21.9
4557.14	-112.0	159.0	-53.0	32.4	166.0	24.1
4571.43	-111.0	161.0	-52.7	39.6	165.0	25.8
4585.71	-110.0	163.0	-52.3	48.2	164.0	27.9
4600.0	-110.0	166.0	-51.9	54.5	162.0	29.4
4614.29	-109.0	168.0	-51.5	60.4	161.0	30.3
4628.57	-108.0	170.0	-51.0	66.4	162.0	29.4
4642.86	-107.0	173.0	-50.6	71.9	160.0	31.0
4657.14	-106.0	175.0	-50.2	77.6	157.0	31.4
4671.43	-105.0	177.0	-49.7	83.7	157.0	34.6
4685.71	-104.0	179.0	-49.2	90.1	155.0	34.8
4700.0	-102.0	182.0	-48.7	95.2	154.0	37.2
4714.29	-101.0	184.0	-48.2	101.0	154.0	39.8
4728.57	-99.3	186.0	-47.6	106.0	152.0	40.6
4742.86	-97.6	188.0	-47.0	112.0	149.0	42.9
4757.14	-96.2	190.0	-46.3	119.0	148.0	45.1
4771.43	-94.5	192.0	-45.7	122.0	148.0	46.9
4785.71	-92.7	194.0	-45.0	125.0	146.0	49.8
4800.0	-90.9	197.0	-44.3	132.0	143.0	51.5
4814.29	-89.0	199.0	-43.5	136.0	142.0	54.4
4828.57	-87.0	201.0	-42.7	140.0	142.0	55.1
4842.86	-84.9	203.0	-41.9	145.0	139.0	56.4
4857.14	-82.8	205.0	-41.1	148.0	137.0	59.6
4871.43	-80.7	207.0	-40.3	151.0	135.0	61.6
4885.71	-78.5	208.0	-39.3	156.0	133.0	63.9
4900.0	-76.2	210.0	-38.3	160.0	132.0	65.8
4914.29	-73.9	212.0	-37.5	162.0	132.0	69.2
4928.57	-71.6	214.0	-36.4	167.0	129.0	72.1
4942.86	-69.1	216.0	-35.4	169.0	128.0	74.6
4957.14	-66.7	218.0	-34.3	174.0	127.0	78.1
4971.43	-64.3	219.0	-33.2	178.0	125.0	80.9
4985.71	-61.7	221.0	-32.0	180.0	123.0	81.5
5000.0	-59.1	223.0	-30.8	183.0	123.0	85.7
5014.29	-56.4	225.0	-29.5	188.0	123.0	89.6
5028.57	-53.7	227.0	-28.2	190.0	123.0	94.3
5042.86	-50.8	228.0	-26.9	195.0	120.0	98.1
5057.14	-48.2	230.0	-25.5	199.0	122.0	102.0
5071.43	-45.2	232.0	-24.0	206.0	120.0	107.0
5085.71	-42.3	233.0	-22.4	208.0	120.0	112.0
5100.0	-39.3	235.0	-20.8	214.0	117.0	119.0
5114.29	-36.2	237.0	-19.0	218.0	116.0	128.0
5128.57	-32.9	238.0	-17.1	227.0	116.0	135.0
5142.86	-29.8	240.0	-15.1	230.0	113.0	144.0
5157.14	-26.4	242.0	-13.0	235.0	110.0	155.0
5171.43	-23.0	243.0	-10.7	238.0	106.0	168.0
5185.71	-19.6	245.0	-8.19	246.0	102.0	181.0
5200.0	-16.1	246.0	-5.52	249.0	96.7	195.0
5214.29	-12.5	247.0	-2.63	254.0	86.5	212.0
5228.57	-8.8	248.0	0.566	255.0	72.8	229.0
5242.86	-5.2	249.0	3.94	253.0	57.0	245.0
5257.14	-1.55	250.0	7.54	250.0	37.9	261.0
5271.43	1.94	251.0	11.3	242.0	17.5	270.0
5285.71	5.3	251.0	15.2	231.0	-4.8	276.0
5300.0	8.59	251.0	19.2	221.0	-24.3	276.0
5314.29	11.6	250.0	23.2	209.0	-40.7	275.0
5328.57	14.6	249.0	27.1	199.0	-55.4	271.0
5342.86	17.4	248.0	30.9	189.0	-68.5	266.0
5357.14	20.0	247.0	34.6	179.0	-79.5	259.0
5371.43	22.4	246.0	38.2	170.0	-88.3	250.0
5385.71	24.8	245.0	41.8	163.0	-95.0	243.0
5400.0	27.2	243.0	45.2	156.0	-102.0	237.0
5414.29	29.3	242.0	48.6	148.0	-105.0	228.0
5428.57	31.4	240.0	51.7	142.0	-111.0	220.0
5442.86	33.4	239.0	54.7	137.0	-114.0	213.0
5457.14	35.3	237.0	57.8	132.0	-119.0	205.0
5471.43	37.2	235.0	60.7	128.0	-123.0	199.0
5485.71	38.9	234.0	63.5	122.0	-126.0	191.0
5500.0	40.6	232.0	66.1	118.0	-130.0	184.0
5514.29	42.2	230.0	68.6	114.0	-133.0	177.0
5528.57	44.0	228.0	71.3	110.0	-137.0	171.0
5542.86	45.4	226.0	73.7	105.0	-138.0	167.0
5557.14	46.8	224.0	75.9	100.0	-141.0	160.0
5571.43	48.2	222.0	78.1	95.6	-141.0	156.0
5585.71	49.4	220.0	80.2	93.1	-142.0	149.0
5600.0	51.0	218.0	82.5	87.6	-144.0	143.0
5614.29	52.2	216.0	84.5	85.7	-146.0	137.0
5628.57	53.5	214.0	86.5	82.6	-147.0	132.0
5642.86	54.6	212.0	88.3	79.0	-149.0	128.0
5657.14	55.6	210.0	90.1	76.1	-150.0	122.0
5671.43	56.7	207.0	91.8	73.8	-153.0	118.0
5685.71	57.8	205.0	93.6	70.1	-154.0	113.0
5700.0	58.6	203.0	95.0	65.9	-155.0	110.0
5714.29	59.6	201.0	96.6	63.9	-157.0	104.0
5728.57	60.6	199.0	97.9	61.5	-158.0	98.9
5742.86	61.5	196.0	99.4	59.0	-159.0	95.1
5757.14	62.3	194.0	101.0	56.3	-160.0	90.1
5771.43	63.0	192.0	102.0	52.0	-161.0	85.6
5785.71	63.9	189.0	103.0	51.7	-162.0	81.4
5800.0	64.4	187.0	104.0	47.0	-163.0	75.9
5814.29	65.0	185.0	105.0	45.2	-162.0	70.8
5828.57	65.9	182.0	106.0	42.7	-164.0	67.1
5842.86	66.2	180.0	107.0	39.9	-166.0	61.0
5857.14	67.0	178.0	108.0	35.2	-167.0	58.0
5871.43	67.0	176.0	108.0	34.0	-167.0	51.8
5885.71	67.9	173.0	110.0	30.7	-168.0	48.7
5900.0	68.6	170.0	111.0	27.4	-168.0	43.3
5914.29	68.5	168.0	111.0	24.4	-167.0	39.7
5928.57	69.1	165.0	112.0	21.3	-167.0	36.9
5942.86	69.0	163.0	112.0	18.8	-167.0	31.8
5957.14	69.8	161.0	113.0	16.2	-167.0	26.1
5971.43	70.2	158.0	113.0	14.7	-167.0	22.4
5985.71	69.4	156.0	112.0	11.4	-169.0	17.3
6000.0	70.2	154.0	114.0	8.13	-168.0	12.3
6014.29	69.9	152.0	113.0	7.67	-167.0	6.81
6028.57	70.4	149.0	114.0	4.67	-166.0	2.6
6042.86	70.4	147.0	114.0	2.32	-166.0	-1.42
6057.14	70.7	144.0	114.0	-2.02	-166.0	-5.17
6071.43	70.2	142.0	113.0	-2.07	-166.0	-10.3
6085.71	70.4	139.0	114.0	-6.78	-165.0	-15.3
6100.0	70.1	137.0	113.0	-7.43	-164.0	-20.4
6114.29	69.6	135.0	112.0	-11.1	-162.0	-25.4
6128.57	70.0	132.0	113.0	-16.7	-162.0	-31.2
6142.86	69.5	130.0	112.0	-16.4	-161.0	-34.9
6157.14	69.1	128.0	111.0	-20.0	-160.0	-42.7
6171.43	69.0	126.0	111.0	-22.6	-158.0	-47.1
6185.71	68.5	123.0	110.0	-26.1	-159.0	-52.5
6200.0	67.9	121.0	109.0	-27.4	-156.0	-58.3
6214.29	67.8	119.0	108.0	-29.2	-156.0	-63.3
6228.57	67.4	117.0	107.0	-32.1	-153.0	-70.2
6242.86	67.0	115.0	106.0	-35.7	-150.0	-73.5
6257.14	66.5	112.0	105.0	-38.4	-149.0	-80.6
6271.43	65.7	110.0	104.0	-42.4	-145.0	-86.5
6285.71	65.2	108.0	103.0	-44.1	-142.0	-94.8
6300.0	64.6	106.0	101.0	-47.2	-140.0	-100.0
6314.29	64.0	104.0	99.7	-50.4	-137.0	-107.0
