#time	xcom	ycom	zcom	vxcom	vycom	vzcom
9085.71	119.0	72.9	89.0	26.2	-27.9	23.5
9100.0	119.0	72.5	89.2	26.9	-28.2	22.0
9114.29	120.0	72.2	89.6	26.9	-27.9	23.6
9128.57	120.0	71.8	89.9	26.7	-29.0	21.9
9142.86	121.0	71.4	90.3	27.6	-28.4	23.6
9157.14	121.0	70.9	90.5	28.7	-28.1	23.4
9171.43	121.0	70.5	90.8	27.8	-28.5	22.5
9185.71	122.0	70.1	91.2	27.2	-28.1	21.1
9200.0	122.0	69.8	91.6	27.8	-28.0	21.1
9214.29	123.0	69.4	91.9	26.9	-28.7	20.2
9228.57	123.0	68.9	92.2	26.4	-28.0	20.4
9242.86	123.0	68.6	92.5	27.3	-27.6	20.0
9257.14	124.0	68.1	92.8	26.6	-28.5	18.5
9271.43	124.0	67.8	93.1	27.3	-27.2	18.7
9285.71	124.0	67.3	93.3	28.4	-28.2	20.6
9300.0	125.0	66.9	93.6	28.8	-27.5	20.2
9314.29	125.0	66.5	93.9	27.9	-25.7	21.1
9328.57	126.0	66.2	94.2	28.7	-25.4	20.7
9342.86	126.0	65.8	94.4	28.7	-25.6	21.1
9357.14	126.0	65.4	94.7	28.7	-26.9	20.3
9371.43	127.0	65.1	95.1	27.4	-25.5	18.9
9385.71	127.0	64.8	95.3	27.9	-22.9	19.3
9400.0	128.0	64.3	95.5	28.8	-24.0	19.5
9414.29	128.0	64.1	95.8	27.6	-24.0	18.4
9428.57	128.0	63.7	96.1	27.4	-24.7	18.9
9442.86	129.0	63.3	96.4	27.5	-23.9	18.0
9457.14	129.0	63.0	96.5	27.2	-22.3	19.5
9471.43	130.0	62.7	96.9	27.0	-21.7	19.0
9485.71	130.0	62.3	97.2	26.7	-21.9	18.4
9500.0	130.0	62.2	97.4	26.8	-21.4	17.5
9514.29	131.0	61.7	97.8	27.9	-19.6	19.7
9528.57	131.0	61.6	98.0	28.4	-18.2	21.1
9542.86	132.0	61.3	98.3	27.9	-17.9	18.6
9557.14	132.0	61.1	98.6	27.5	-18.0	19.9
9571.43	132.0	60.8	98.9	28.0	-16.2	20.2
9585.71	133.0	60.6	99.1	28.3	-16.0	20.6
9600.0	133.0	60.2	99.4	28.8	-16.3	21.0
9614.29	134.0	60.1	99.7	29.2	-14.8	22.2
9628.57	134.0	59.9	100.0	29.6	-13.7	23.0
9642.86	134.0	59.8	100.0	31.3	-14.1	23.1
9657.14	135.0	59.5	101.0	30.3	-13.7	23.1
9671.43	135.0	59.3	101.0	32.7	-12.9	25.1
9685.71	136.0	59.2	101.0	33.3	-13.2	26.3
9700.0	136.0	58.8	102.0	32.6	-13.7	25.4
9714.29	137.0	58.7	102.0	33.5	-12.4	25.8
9728.57	137.0	58.6	102.0	32.8	-13.6	26.8
9742.86	138.0	58.4	103.0	33.1	-11.8	27.7
9757.14	138.0	58.2	103.0	34.5	-11.9	28.3
9771.43	139.0	58.1	104.0	34.7	-12.6	27.7
9785.71	139.0	57.8	104.0	35.2	-12.0	27.4
9800.0	140.0	57.6	105.0	34.8	-11.9	28.2
9814.29	140.0	57.5	105.0	34.3	-12.8	27.9
9828.57	141.0	57.3	105.0	35.0	-12.8	30.7
9842.86	141.0	57.1	106.0	36.1	-13.5	29.1
9857.14	142.0	57.0	106.0	34.4	-13.7	28.9
9871.43	142.0	56.7	107.0	33.9	-13.3	29.0
9885.71	143.0	56.5	107.0	33.3	-14.7	29.1
9900.0	143.0	56.2	108.0	33.2	-15.0	30.5
9914.29	144.0	56.1	108.0	34.7	-14.8	31.6
9928.57	144.0	55.8	108.0	33.3	-14.9	31.5
9942.86	145.0	55.6	109.0	34.7	-15.2	31.5
9957.14	145.0	55.4	109.0	33.4	-15.9	30.4
9971.43	146.0	55.2	110.0	34.3	-16.7	29.7
9985.71	146.0	55.0	110.0	36.2	-16.5	29.4
10000.0	146.0	54.7	111.0	34.4	-15.1	30.5
