Time	x	y	z	vx	vy	vz
8.96	-23.21	19.69	0.0	-151.2	-168.0	0.0
8.97	-24.65	17.96	0.0	-138.3	-178.1	0.0
8.98	-25.97	16.13	0.0	-124.7	-187.3	0.0
8.99	-27.14	14.22	0.0	-110.4	-195.4	0.0
9.0	-28.17	12.23	0.0	-95.71	-202.5	0.0
9.01	-29.06	10.17	0.0	-80.55	-208.4	0.0
9.02	-29.78	8.064	0.0	-65.04	-213.2	0.0
9.03	-30.35	5.914	0.0	-49.27	-216.9	0.0
9.04	-30.77	3.733	0.0	-33.31	-219.4	0.0
9.05	-31.02	1.532	0.0	-17.25	-220.7	0.0
9.06	-31.11	-0.6765	0.0	-1.174	-221.0	0.0
9.07	-31.04	-2.882	0.0	14.84	-220.1	0.0
9.08	-30.82	-5.072	0.0	30.72	-218.0	0.0
9.09	-30.43	-7.236	0.0	46.39	-214.9	0.0
9.1	-29.89	-9.364	0.0	61.77	-210.6	0.0
9.11	-29.2	-11.44	0.0	76.8	-205.3	0.0
9.12	-28.36	-13.47	0.0	91.4	-199.0	0.0
9.13	-27.37	-15.42	0.0	105.5	-191.7	0.0
9.14	-26.25	-17.29	0.0	119.1	-183.4	0.0
9.15	-24.99	-19.08	0.0	132.0	-174.2	0.0
9.16	-23.61	-20.77	0.0	144.3	-164.2	0.0
9.17	-22.11	-22.36	0.0	155.8	-153.3	0.0
9.18	-20.5	-23.84	0.0	166.6	-141.6	0.0
9.19	-18.78	-25.19	0.0	176.5	-129.2	0.0
9.2	-16.97	-26.42	0.0	185.6	-116.2	0.0
9.21	-15.08	-27.51	0.0	193.7	-102.5	0.0
9.22	-13.1	-28.46	0.0	200.9	-88.26	0.0
9.23	-11.06	-29.27	0.0	207.0	-73.55	0.0
9.24	-8.968	-29.93	0.0	212.1	-58.42	0.0
9.25	-6.826	-30.44	0.0	216.2	-42.95	0.0
9.26	-4.65	-30.79	0.0	219.1	-27.19	0.0
9.27	-2.449	-30.98	0.0	221.0	-11.23	0.0
9.28	-0.236	-31.02	0.0	221.7	4.86	0.0
9.29	1.978	-30.89	0.0	221.2	20.99	0.0
9.3	4.183	-30.6	0.0	219.6	37.1	0.0
9.31	6.365	-30.14	0.0	216.8	53.08	0.0
9.32	8.513	-29.53	0.0	212.9	68.86	0.0
9.33	10.62	-28.77	0.0	207.8	84.36	0.0
9.34	12.66	-27.85	0.0	201.6	99.48	0.0
9.35	14.64	-26.78	0.0	194.3	114.1	0.0
9.36	16.54	-25.57	0.0	185.8	128.3	0.0
9.37	18.35	-24.22	0.0	176.4	141.8	0.0
9.38	20.07	-22.74	0.0	165.9	154.5	0.0
9.39	21.67	-21.13	0.0	154.5	166.5	0.0
9.4	23.15	-19.41	0.0	142.2	177.7	0.0
9.41	24.51	-17.58	0.0	129.1	187.9	0.0
9.42	25.73	-15.66	0.0	115.2	197.1	0.0
9.43	26.81	-13.65	0.0	100.6	205.2	0.0
9.44	27.74	-11.56	0.0	85.47	212.2	0.0
9.45	28.52	-9.409	0.0	69.8	218.0	0.0
9.46	29.13	-7.206	0.0	53.72	222.7	0.0
9.47	29.59	-4.962	0.0	37.33	226.1	0.0
9.48	29.88	-2.691	0.0	20.73	228.2	0.0
9.49	30.0	-0.4049	0.0	4.011	229.1	0.0
9.5	29.96	1.884	0.0	-12.72	228.6	0.0
9.51	29.75	4.162	0.0	-29.36	227.0	0.0
9.52	29.37	6.417	0.0	-45.81	224.0	0.0
9.53	28.83	8.636	0.0	-61.97	219.8	0.0
9.54	28.14	10.81	0.0	-77.74	214.5	0.0
9.55	27.28	12.92	0.0	-93.04	207.9	0.0
9.56	26.28	14.96	0.0	-107.8	200.2	0.0
9.57	25.13	16.92	0.0	-121.9	191.5	0.0
9.58	23.84	18.78	0.0	-135.2	181.8	0.0
9.59	22.43	20.55	0.0	-147.8	171.1	0.0
9.6	20.89	22.2	0.0	-159.5	159.5	0.0
9.61	19.24	23.74	0.0	-170.3	147.1	0.0
9.62	17.49	25.14	0.0	-180.2	134.1	0.0
9.63	15.65	26.41	0.0	-189.0	120.3	0.0
9.64	13.72	27.54	0.0	-196.8	106.0	0.0
9.65	11.72	28.53	0.0	-203.5	91.22	0.0
9.66	9.653	29.37	0.0	-209.1	76.01	0.0
9.67	7.539	30.05	0.0	-213.6	60.49	0.0
9.68	5.387	30.58	0.0	-216.9	44.72	0.0
9.69	3.206	30.94	0.0	-219.2	28.79	0.0
9.7	1.009	31.15	0.0	-220.3	12.78	0.0
9.71	-1.193	31.2	0.0	-220.2	-3.239	0.0
9.72	-3.389	31.09	0.0	-219.0	-19.18	0.0
9.73	-5.568	30.82	0.0	-216.7	-34.98	0.0
9.74	-7.719	30.39	0.0	-213.4	-50.55	0.0
9.75	-9.83	29.81	0.0	-208.9	-65.83	0.0
9.76	-11.89	29.07	0.0	-203.4	-80.75	0.0
9.77	-13.89	28.19	0.0	-196.9	-95.23	0.0
9.78	-15.82	27.17	0.0	-189.4	-109.2	0.0
9.79	-17.68	26.01	0.0	-180.9	-122.6	0.0
9.8	-19.44	24.72	0.0	-171.6	-135.5	0.0
9.81	-21.1	23.31	0.0	-161.3	-147.6	0.0
9.82	-22.66	21.77	0.0	-150.3	-159.0	0.0
9.83	-24.1	20.13	0.0	-138.4	-169.6	0.0
9.84	-25.43	18.39	0.0	-125.9	-179.3	0.0
9.85	-26.62	16.55	0.0	-112.6	-188.2	0.0
9.86	-27.68	14.63	0.0	-98.82	-196.2	0.0
9.87	-28.59	12.63	0.0	-84.45	-203.1	0.0
9.88	-29.36	10.57	0.0	-69.6	-209.1	0.0
9.89	-29.98	8.454	0.0	-54.34	-214.0	0.0
9.9	-30.45	6.296	0.0	-38.74	-217.8	0.0
9.91	-30.76	4.105	0.0	-22.87	-220.5	0.0
9.92	-30.9	1.892	0.0	-6.815	-222.0	0.0
9.93	-30.89	-0.33	0.0	9.354	-222.4	0.0
9.94	-30.72	-2.55	0.0	25.55	-221.7	0.0
9.95	-30.38	-4.758	0.0	41.69	-219.7	0.0
9.96	-29.88	-6.939	0.0	57.7	-216.6	0.0
9.97	-29.23	-9.084	0.0	73.47	-212.4	0.0
9.98	-28.42	-11.18	0.0	88.93	-206.9	0.0
9.99	-27.45	-13.22	0.0	104.0	-200.3	0.0
10.0	-26.34	-15.18	0.0	118.6	-192.7	0.0
10.01	-25.08	-17.06	0.0	132.5	-183.9	0.0
