Time	x	y	z	vx	vy	vz
8.71	-3489.0	2569.0	2508.0	-1059.0	780.6	761.3
8.72	-3500.0	2577.0	2515.0	-1059.0	780.6	761.3
8.73	-3510.0	2585.0	2523.0	-1059.0	780.6	761.3
8.74	-3521.0	2593.0	2531.0	-1059.0	780.6	761.3
8.75	-3532.0	2601.0	2538.0	-1059.0	780.6	761.3
8.76	-3542.0	2609.0	2546.0	-1059.0	780.6	761.3
8.77	-3553.0	2616.0	2554.0	-1059.0	780.6	761.3
8.78	-3563.0	2624.0	2561.0	-1059.0	780.6	761.3
8.79	-3574.0	2632.0	2569.0	-1059.0	780.6	761.3
8.8	-3584.0	2640.0	2576.0	-1059.0	780.6	761.3
8.81	-3595.0	2648.0	2584.0	-1059.0	780.6	761.3
8.82	-3606.0	2655.0	2592.0	-1059.0	780.6	761.3
8.83	-3616.0	2663.0	2599.0	-1059.0	780.6	761.3
8.84	-3627.0	2671.0	2607.0	-1059.0	780.6	761.3
8.85	-3637.0	2679.0	2614.0	-1059.0	780.6	761.3
8.86	-3648.0	2687.0	2622.0	-1059.0	780.6	761.3
8.87	-3659.0	2694.0	2630.0	-1059.0	780.6	761.2
8.88	-3669.0	2702.0	2637.0	-1059.0	780.6	761.2
8.89	-3680.0	2710.0	2645.0	-1059.0	780.6	761.2
8.9	-3690.0	2718.0	2653.0	-1059.0	780.6	761.2
8.91	-3701.0	2726.0	2660.0	-1059.0	780.6	761.2
8.92	-3712.0	2733.0	2668.0	-1059.0	780.6	761.2
8.93	-3722.0	2741.0	2675.0	-1059.0	780.6	761.2
8.94	-3733.0	2749.0	2683.0	-1059.0	780.6	761.2
8.95	-3743.0	2757.0	2691.0	-1059.0	780.6	761.2
8.96	-3754.0	2765.0	2698.0	-1059.0	780.6	761.2
8.97	-3764.0	2772.0	2706.0	-1059.0	780.6	761.2
8.98	-3775.0	2780.0	2713.0	-1059.0	780.6	761.2
8.99	-3786.0	2788.0	2721.0	-1059.0	780.6	761.2
9.0	-3796.0	2796.0	2729.0	-1059.0	780.5	761.2
9.01	-3807.0	2804.0	2736.0	-1059.0	780.5	761.2
9.02	-3817.0	2811.0	2744.0	-1059.0	780.5	761.2
9.03	-3828.0	2819.0	2751.0	-1059.0	780.5	761.2
9.04	-3839.0	2827.0	2759.0	-1059.0	780.5	761.2
9.05	-3849.0	2835.0	2767.0	-1059.0	780.5	761.2
9.06	-3860.0	2843.0	2774.0	-1059.0	780.5	761.2
9.07	-3870.0	2850.0	2782.0	-1059.0	780.5	761.2
9.08	-3881.0	2858.0	2790.0	-1059.0	780.5	761.2
9.09	-3891.0	2866.0	2797.0	-1059.0	780.5	761.2
9.1	-3902.0	2874.0	2805.0	-1059.0	780.5	761.2
9.11	-3913.0	2882.0	2812.0	-1059.0	780.5	761.2
9.12	-3923.0	2890.0	2820.0	-1059.0	780.5	761.2
9.13	-3934.0	2897.0	2828.0	-1059.0	780.5	761.2
9.14	-3944.0	2905.0	2835.0	-1059.0	780.5	761.2
9.15	-3955.0	2913.0	2843.0	-1059.0	780.5	761.2
9.16	-3966.0	2921.0	2850.0	-1059.0	780.5	761.2
9.17	-3976.0	2929.0	2858.0	-1059.0	780.5	761.2
9.18	-3987.0	2936.0	2866.0	-1059.0	780.5	761.2
9.19	-3997.0	2944.0	2873.0	-1059.0	780.5	761.2
9.2	-4008.0	2952.0	2881.0	-1059.0	780.5	761.2
9.21	-4019.0	2960.0	2888.0	-1059.0	780.5	761.2
9.22	-4029.0	2968.0	2896.0	-1059.0	780.5	761.2
9.23	-4040.0	2975.0	2904.0	-1059.0	780.5	761.2
9.24	-4050.0	2983.0	2911.0	-1059.0	780.5	761.2
9.25	-4061.0	2991.0	2919.0	-1059.0	780.5	761.2
9.26	-4071.0	2999.0	2927.0	-1059.0	780.5	761.2
9.27	-4082.0	3007.0	2934.0	-1059.0	780.5	761.2
9.28	-4093.0	3014.0	2942.0	-1059.0	780.5	761.2
9.29	-4103.0	3022.0	2949.0	-1059.0	780.5	761.2
9.3	-4114.0	3030.0	2957.0	-1059.0	780.5	761.2
9.31	-4124.0	3038.0	2965.0	-1059.0	780.5	761.2
9.32	-4135.0	3046.0	2972.0	-1059.0	780.5	761.2
9.33	-4146.0	3053.0	2980.0	-1059.0	780.5	761.2
9.34	-4156.0	3061.0	2987.0	-1059.0	780.5	761.2
9.35	-4167.0	3069.0	2995.0	-1059.0	780.5	761.2
9.36	-4177.0	3077.0	3003.0	-1059.0	780.5	761.2
9.37	-4188.0	3085.0	3010.0	-1059.0	780.5	761.2
9.38	-4198.0	3092.0	3018.0	-1059.0	780.5	761.2
9.39	-4209.0	3100.0	3025.0	-1059.0	780.5	761.2
9.4	-4220.0	3108.0	3033.0	-1059.0	780.5	761.2
9.41	-4230.0	3116.0	3041.0	-1059.0	780.5	761.2
9.42	-4241.0	3124.0	3048.0	-1059.0	780.5	761.2
9.43	-4251.0	3131.0	3056.0	-1059.0	780.5	761.2
9.44	-4262.0	3139.0	3064.0	-1059.0	780.5	761.2
9.45	-4273.0	3147.0	3071.0	-1059.0	780.5	761.2
9.46	-4283.0	3155.0	3079.0	-1059.0	780.5	761.2
9.47	-4294.0	3163.0	3086.0	-1059.0	780.5	761.2
9.48	-4304.0	3170.0	3094.0	-1059.0	780.5	761.2
9.49	-4315.0	3178.0	3102.0	-1059.0	780.5	761.2
9.5	-4326.0	3186.0	3109.0	-1059.0	780.5	761.2
9.51	-4336.0	3194.0	3117.0	-1059.0	780.5	761.2
9.52	-4347.0	3202.0	3124.0	-1059.0	780.5	761.1
9.53	-4357.0	3210.0	3132.0	-1059.0	780.5	761.1
9.54	-4368.0	3217.0	3140.0	-1059.0	780.5	761.1
9.55	-4378.0	3225.0	3147.0	-1059.0	780.5	761.1
9.56	-4389.0	3233.0	3155.0	-1059.0	780.5	761.1
9.57	-4400.0	3241.0	3163.0	-1059.0	780.5	761.1
9.58	-4410.0	3249.0	3170.0	-1059.0	780.5	761.1
9.59	-4421.0	3256.0	3178.0	-1059.0	780.5	761.1
9.6	-4431.0	3264.0	3185.0	-1059.0	780.5	761.1
9.61	-4442.0	3272.0	3193.0	-1059.0	780.5	761.1
9.62	-4453.0	3280.0	3201.0	-1059.0	780.5	761.1
9.63	-4463.0	3288.0	3208.0	-1059.0	780.5	761.1
9.64	-4474.0	3295.0	3216.0	-1059.0	780.5	761.1
9.65	-4484.0	3303.0	3223.0	-1059.0	780.5	761.1
9.66	-4495.0	3311.0	3231.0	-1059.0	780.5	761.1
9.67	-4505.0	3319.0	3239.0	-1059.0	780.5	761.1
9.68	-4516.0	3327.0	3246.0	-1059.0	780.4	761.1
9.69	-4527.0	3334.0	3254.0	-1059.0	780.4	761.1
9.7	-4537.0	3342.0	3261.0	-1059.0	780.4	761.1
9.71	-4548.0	3350.0	3269.0	-1059.0	780.4	761.1
9.72	-4558.0	3358.0	3277.0	-1059.0	780.4	761.1
9.73	-4569.0	3366.0	3284.0	-1059.0	780.4	761.1
9.74	-4580.0	3373.0	3292.0	-1059.0	780.4	761.1
9.75	-4590.0	3381.0	3300.0	-1059.0	780.4	761.1
9.76	-4601.0	3389.0	3307.0	-1058.0	780.4	761.1
9.77	-4611.0	3397.0	3315.0	-1058.0	780.4	761.1
9.78	-4622.0	3405.0	3322.0	-1058.0	780.4	761.1
9.79	-4632.0	3412.0	3330.0	-1058.0	780.4	761.1
9.8	-4643.0	3420.0	3338.0	-1058.0	780.4	761.1
9.81	-4654.0	3428.0	3345.0	-1058.0	780.4	761.1
9.82	-4664.0	3436.0	3353.0	-1058.0	780.4	761.1
9.83	-4675.0	3444.0	3360.0	-1058.0	780.4	761.1
9.84	-4685.0	3451.0	3368.0	-1058.0	780.4	761.1
9.85	-4696.0	3459.0	3376.0	-1058.0	780.4	761.1
9.86	-4707.0	3467.0	3383.0	-1058.0	780.4	761.1
9.87	-4717.0	3475.0	3391.0	-1058.0	780.4	761.1
9.88	-4728.0	3483.0	3398.0	-1058.0	780.4	761.1
9.89	-4738.0	3490.0	3406.0	-1058.0	780.4	761.1
9.9	-4749.0	3498.0	3414.0	-1058.0	780.4	761.1
9.91	-4759.0	3506.0	3421.0	-1058.0	780.4	761.1
9.92	-4770.0	3514.0	3429.0	-1058.0	780.4	761.1
9.93	-4781.0	3522.0	3437.0	-1058.0	780.4	761.1
9.94	-4791.0	3529.0	3444.0	-1058.0	780.4	761.1
9.95	-4802.0	3537.0	3452.0	-1058.0	780.4	761.1
9.96	-4812.0	3545.0	3459.0	-1058.0	780.4	761.1
9.97	-4823.0	3553.0	3467.0	-1058.0	780.4	761.1
9.98	-4834.0	3561.0	3475.0	-1058.0	780.4	761.1
9.99	-4844.0	3569.0	3482.0	-1058.0	780.4	761.1
10.0	-4855.0	3576.0	3490.0	-1058.0	780.4	761.1
10.01	-4865.0	3584.0	3497.0	-1058.0	780.4	761.1
